grant_id,award_num,abstract,abstract_source,awardee_org,match_score,id_confidence
665826,0855292,"This award is funded under the American Recovery and Reinvestment Act of 2009 (Public Law 111-5). State-of-the-art first-principles quantum mechanical calculations will be used to understand the mechanical properties of dielectric coatings such as Ta2O5. Mechanical properties affect thermal noise in materials that can limit the performance of ultra high-precision interferometers, such those employed in the Laser Interferometer Gravitational-Wave Observatory (LIGO), or the frequency stability of cavity-stabilized laser systems. Advanced LIGO, the next major upgrade of LIGO now under construction, is expected to be limited by thermal noise in the most critical 50-150 Hz band while the performance of several state-of-the-art frequency stabilization systems is limited by thermal noise at frequencies as low as a few Hz. 

It is of general, societal importance to design dielectric coatings with desired properties. The proposed research activities have applications in many high precision optical measurements far beyond LIGO, for example, time and frequency measurements. The computational approach that characterizes materials will also be useful in a variety other areas such as nano-scale science, material science, and bio-science. The project will also provide rigorous training for graduate students in computational physics.",nsf_api,University of Florida,100.0,padded_high
945580,0956532,"This grant provides support for a workshop on Sensing and Prognostics for Scalability of Nanomanufacturing.  The goal of the proposed workshop is to develop a national agenda and a road map for sensing and prognostics research to address the quality and reliability issues encountered in scaling up lab-based nano processes to high volume nanomanufacturing. It will bring together academic experts, industry and national laboratory leaders, and government policy makers to look at currently available field data and to develop a research agenda.  Current research is focused on the science and engineering of the nano processes and there is an urgent need to address production issues now in order for high-rate/high-volume nanomanufacturing to become a reality. The outcomes of the workshop can be used nationwide to promote sensing and quality/reliability programs in nanomanufacturing and to stimulate related research activities.

The expected outcomes of the workshop are an examination of the current landscape and research in nanomanufacturing so as to identify the sensing and quality/reliability research needs in nanomanufacturing and the development of a national agenda and roadmap for nano sensing and quality/reliability research in nanomanufacturing.  This will allow for the field to move from the lab to commercialization. The results will be widely disseminated.",nsf_api,Northeastern University,100.0,padded_high
947572,0920869,"With data mining techniques it is possible to train accurate prediction models for large high-dimensional data. Unfortunately, complex prediction models per se are not easy to understand. To make them 'digestible', analysts need simpler patterns that summarize the complex functions extracted by the model. The number of such function summaries is overwhelming. Each slice of a lower-dimensional subspace of the original data space could contain an interesting function summary.

The goal of this project is to develop techniques for finding the most 'interesting' function summaries automatically and efficiently. This is done in three steps. First, by formalizing the notion of interestingness for a wide variety of pattern types. Second, by developing a declarative language for specifying these interestingness measures. With a declarative language analysts define what they find interesting, but they need not specify how to find it efficiently. Third, an optimizing compiler for a small language fragment handles the performance efficiency. A major research challenge is to strike the right balance between expressiveness of the language and making it amenable to effective query optimization.

The results of this project will pave the way for powerful exploratory analysis tools. They will also enable future research on optimizers and user-friendly interfaces for the declarative language. The approach will be validated using the rich data resources being organized by the ornithological community in the Avian Knowledge Network (AKN). This will have a tremendous impact on the ability to identify the most significant environmental variables that affect biodiversity on the planet. For example, land managers could discover the possible impact of their decisions on an ecosystem's health.

A component of the language will be available to the public through Web services on the AKN Web site (http://www.avianknowledge.net/content). Additional results will be disseminated through the project Web site (http://www.cs.cornell.edu/~mirek/Projects/FunctionSummaries). This will enable a broad audience, from researchers to land managers or bird watchers, teachers or school children to derive novel knowledge from the data resources gathered.",nsf_api,Northeastern University,100.0,padded_high
947821,0853437,"This U.S - Chile Planning Visit proposal will support four senior and one junior researchers and two students from the U.S., under the direction of Dr. Brian Helmuth of University of South Carolina-Columbia, on a planning visit to Chile in July 2009.   The primary goal of this visit is to develop a collaboration between researchers at University of South Carolina, Columbia, University of California-Santa Barbara, and Pontificia Universidad Católica de Chile and Universidad Católica del Norte in Chile.  In this collaboration, researchers will develop and test mathematical models for predicting how climate change will affect marine communities, specifically intertidal organisms along the Chilean coastline.  The team will meet with Dr. Sergio Navarrete of Pontificia Universidad Católica de Chile, one of the leading marine ecologists in Chile, and Dr. Bernardo Broitman of Universidad Católica del Norte in Chile, an expert in biophysical coupling.  During the visit, the researchers will select study sites for further analysis, collect preliminary data for their model, and a develop a strategy for future collaborations.  The investigators plan to submit joint proposals to NSF and FONDECYT, the Chilean funding agency.  

The visit will involve one early-career researcher and two students, one graduate and one undergraduate.  It has the potential to generate a series of future comparative studies on marine communities in the northern and southern hemispheres and will further our understanding of climate change effects on coastal ecosystems.",nsf_api,University South Carolina Research Foundation,100.0,padded_high
1006092,0933223,"0933223
Yu

This NSF award by the Biosensing /CBET program supports work by Professor Yu at University of Illinois at Urbana-Champaign to develop a set of robust, functional and readily-applicable nanowire needles/electrodes and a novel and powerful method for direct delivery of a trace but controlled amount of probes, such as QDs, nanoparticles and molecular probes, into the specific compartments in the same cell or different cells with minimal intrusiveness, bypassing the endocytic pathways.

More specifically, a new nanofabrication strategy will be applied for the practical and economical fabrication of the nanowire needle/electrode so to make it compatible with the general practice in bioscience laboratory and readily adaptable for broad use.  Thiol-based conjugation chemistry for attaching probes onto nanowire needle/electrode surfaces will be designed and later exploited for realizing near instantaneous and targeted release of the attached probes inside cells or sub-cellular structures.  We will further demonstrate the site specific delivery of magnetic nanoparticles and the intracellular mechanical studies with magnetic twisting cytometry to determine heterogeneity of stress propagation, important for understanding mechanotransduction pathways of cells.  The development represents thus a potentially transformational improvement over the existing methods, and can open up novel venues to conjure innovative strategies, which otherwise would be impractical or even impossible, for the advanced biological studies of living cells. New tools developed in this proposal will be made available for members in the research community to significantly benefit the expanded studies of diversified and fundamental problems in cell biology.  The method and technology developed in this project are also appealing subjects for the education of students and the public.",nsf_api,University of Illinois at Urbana-Champaign,100.0,padded_high
1007650,0901185,"The proposal consists of several interrelated parts. The first part is to study the rings of semi-invariants of quivers and of quivers with relations. 
The investigator proposes to continue  study the walls of cones of weights of rings of semi-invariants of quivers and multiplicities of weight spaces for these rings. In particular case this includes the cones defined by Klyachko inequalities. For the semi-invariants of quivers with relations the main problem is to characterize the finite type and tame quivers with relations in terms of semi-invariants. Another aspect is the connection of quiver representations and cluster algebras. The principal investigator plans to study quivers with potential and the mutations of related Jacobian algebras. He also plans to study the connection of certain sphere triangulations and the Igusa-Orr theory of pictures related to nilpotent groups. The second part is devoted to studying defining ideals of equivariant varieties. Several types of varieties are proposed: orbit closures for representations with finitely many orbits, tangential and secant varieties of orbits of highest weight vectors, and orbit closures for Dynkin quivers corresponding to Schubert varieties in the Grassmannian. The third part involves problems related to Boij-Soderberg conjectures for Betti tables of graded modules.  The principal investigator proposes to study cohomology tables of vector bundles on homogeneous spaces and 
equivariant refinements of Boij-Soderberg conjectures.


 

This proposal is related to several branches of mathematics: representations of quivers and commutative algebra. A representation of a quiver is a way to associate vector space data to the vertices of some oriented graph. The edges 
can be viewed as relations between these data.  Abstract algebra allows to study such objects systematically and the results of research might lead to better algorithms dealing with linear algebra problems.  Commutative algebra studies polynomial functions of geometric objects. The second part of the proposal  is devoted to studying polynomial equations defining objects characterized geometrically such as rank conditions on matrices.  Various conditions of this type on tensors are of interest for engineers and 
computer scientists. The third part of the proposal studies Betti tables: certain family of numerical invariants associated to modules over a polynomial ring.",nsf_api,Northeastern University,100.0,padded_high
671276,1045384,"This travel award supports student participation in the 6th International Conference on emerging Networking EXperiments and Technologies (CoNEXT) will be held in Philadelphia, PA, USA, between November 30 and December 3, 2010.

CoNEXT 2010 and the associated workshops, includes a student workshop, a workshop on ?Re-architecting the Internet?, and a workshop on ?Programmable Routers for Extensible Services of Tomorrow?. This rich program will expose students to new ideas, and allow them to interact with other researchers. In particular, the student workshop is geared to provide students an opportunity to present their work in progress, receive feedback on their work, and obtain valuable experience in writing and presenting technical papers.

Approximately 10 US-based graduate students are provided the opportunity to attend CoNext. The travel awards will target graduate students, in particular female and under-represented minority students, since they often have limited travel funds to attend workshops; attendance at such events is an important part of their educational experience.",nsf_api,SUNY at Buffalo,100.0,exact
671552,1000391,"The project will focus the development of a robust automated approach for identifying damage in structural systems. The research thrusts are: 1) fusion of complementary algorithms and 2) optimal sensor distributions for the fused set. Selection of complementary algorithms involves identification of methods whose sensitivity to damage and to the sources that cloud damage detection differs with damage scenarios and operating conditions. In a first phase the project inspects the fusion of detection filters that operate on residual correlations with filters that work with amplitude dependent residual metrics. The research expects to demonstrate that the optimized fused detector will have a damage detection threshold that, for a fixed probability of false alarm, is significantly better than that of the individual algorithms. Intimately connected with the algorithmic fusion is research on the selection of sensor layouts that are optimal, given the fused interrogation scheme. Following the analytical work the research progresses into an experimental phase where the performance of the fused algorithms is tested on a one quarter scale steel structure that is exposed to the weather and thus subjected to realistic environmental changes.

Algorithm fusion has proven fruitful in Automatic Target Recognition and various other areas but a systematic examination in the context of Structural Health Monitoring is first carried out in this project. If successful, this research will not only offer a robust damage detection scheme for applications to civil structures but it will also point to the merit of algorithmic fusion for other objectives such as the localization and the quantification of damage. Educational activities connected with the project include: 1) interactions with Olin College, an undergraduate engineering school of excellence, through introduction of multi-week research activities based on topics from the project 2) involvement with the program Girls Get Connected (GGC), a science and technology outreach for middle school girls in the Boston area and 3) an afternoon of hands-on activities on the Harvard?s Medical School explorations program, which is attended each fall by over 200 middle school students from Cambridge and Boston. The graduate student working on the project will also receive advanced training on the topic of damage detection in civil structures which is of high engineering importance.",nsf_api,Northeastern University,100.0,exact
671593,1000666,"This research aims to establish a robust procedure for accurate assessment of the collapse of steel frame structures. Understanding the causes and effects of structural collapse is critical to develop key documents such as national building codes, regional emergency response plans, and risk management strategies. This project will develop a cohesive-zone method for detailed assessment of structural collapse, and a compact plasticity-based macro beam element method for global collapse assessment of a complete frame structure. Together, these two methods will provide a systematic approach for evolution of collapse, including strength degradation and topology changes. The approach will be validated using representative testbed examples.  Stochastic algorithms including Bayesian parameter estimation methods and pattern classification methods will then be developed for validating some simple nonlinear methods that are currently used to predict collapse. The research will help in identifying the key parameters and damage measures that govern the collapse capacity of a structure.

The numerical and analytical tools developed in this project will help in the development of better building code provisions that seek to prevent disproportionate collapse and in regional loss assessments that rely on accurate assessment of building collapse in a region.  The research will identify new collapse resistant structural designs to enhance public safety under extreme loads. The research results will be incorporated in the graduate level courses on the topics of structural designs for extreme loads and risk assessment.  Active efforts will be made to recruit students from the groups that are underrepresented in science and technology fields using the well-established institutional fellowship programs.  Through their involvement in the research project, two graduate students and two undergraduate research assistants will be provided advanced training to join the Nation's highly trained workforce.",nsf_api,University of Illinois at Urbana-Champaign,100.0,exact
671912,0928666,"The Boston Energy in Science Teaching (BEST) project is a Phase II MSP that explores the use of one of the organizing principles of science, Energy, as a vehicle to extend and research how teacher in-depth conceptual understanding translates into deeper student engagement, exposition and learning of science.  This innovative focus on Energy will allow the Partnership to examine how fundamental organizing principles (e.g., energy, models, scale, systems, and constancy/change) can be used to better teach science at the elementary through the undergraduate level.  The BEST Partnership is comprised of the University of Massachusetts-Boston (UMB), the Boston Public Schools (BPS), Northeastern University (NEU), and Roxbury Community College (RCC).  The Educational Development Center (EDC) and UMB conduct the BEST educational research and the Program Evaluation Research Group at Lesley University provides the independent project evaluation.   The BEST project researches whether and to what extent participation in concept-driven vs. discipline-driven professional development improves grade 3-8 science teachers and university faculty members conceptual understanding, the nature of their instruction, the outcomes of their students, and/or faculty members' interactions with teachers, as well as their thinking about their own research.

The BEST theory of action exemplifies the hypothesis that in order to understand how the world works, people require a deep understanding of the fundamental concepts of science, a broad base of scientific observations, and a multi-dimensional and coherent approach to learning.  It recognizes, however, that current science curricula, course materials, and university science departments are predominantly organized into single scientific disciplines.  Teachers and students, especially at the intermediate level (grades 3-8), are re-teaching and re-learning the same concepts within disciplinary silos.  These conceptual disconnects and the segregated way of teaching fail to take advantage of the innate curiosity students bring to learning and the real-world connections that they experience daily.   At the same time, huge advances in science and technology have recently resulted from a new emphasis on ""interdisciplinary"" or ""cross-disciplinary"" research.  Therefore, the BEST Partnership effort hypothesizes that similar advances in science learning can be made for teachers and their students through a new emphasis on the foundational concepts that straddle all science disciplines.  The Partnership extends and modifies two of its Phase I successful strategies, Contextualized Content Courses (CCC) and Collaborative Coaching and Learning in Science (CCLS), by using Energy, a theme that integrates the fundamental concepts that pervade science, to develop better teaching of science at elementary through undergraduate levels. 

The BEST vision is one of a growing community of STEM higher education faculty that works side-by-side with K-12 teachers in science education reform; Boston teachers having a deep sense of the organizing principles of science and their connection to disciplinary curricula; and students from all backgrounds entering and remaining in the STEM pipeline supported by the Boston Science Partnership.  The goals of this Partnership are to 1) better understand how increasing teacher knowledge increases student achievement and research why the BEST model is effective, 2) increase teacher understanding of science and therefore teacher efficiency and effectiveness at teaching existing curricula, 3) engage disciplinary higher education faculty in a deep discussion of cross-disciplinary research and science education in order to spark new research directions and center institutional changes in STEM education, and 4) increase student interest and achievement in science in the intermediate grades. 

The BEST project will result in an innovative instructional approach integrating the theme of Energy, a science education masters degree, a growing community of strong science educators, a highly effective and innovative professional development model for both college faculty and teachers which will be disseminated to other university-school district partnerships, and significant research on teaching and learning.",nsf_api,University of Massachusetts Boston,100.0,padded_high
672764,0835976,"CELEST seeks to understand the fundamental processes that underlie human learning by studying dynamic interactions within and among brain regions. Interdisciplinary research teams study how the brain learns to (1) plan: to make decisions for appropriate actions based on assessment of risks and potential rewards in a given situation, (2) explore: to perform planned actions to move about familiar and unfamiliar environments, (3) communicate: to use noisy and incomplete sensory information to interact effectively with other agents and objects in the world, and (4) remember: to encode and guide retrieval of information to achieve goals. CELEST is a multi-faceted collaboration that focuses the efforts of scientific and educational teams led by 15 senior scientists at four Boston-area universities. CELEST combines undergraduate and graduate training in interdisciplinary research that combines experimental cognitive neuroscience with quantitative behavioral and brain modeling of normal and abnormal learning during perception, cognition, emotion, and action.

Broader impacts: CELEST transfers the results of basic research on learning to undergraduate and graduate courses. This is achieved through its ongoing development of course materials for the new undergraduate neuroscience major at Boston University, and through electronic dissemination on the CELEST web site. Outreach to the undergraduate neuroscience community also occurs by means of a one-day CELEST workshop and related workbook about the cognitive basis of successful learning strategies. A number of CELEST programs are targeted at increasing opportunities for groups underrepresented in science to participate in its innovative curriculum and research initiatives. These include graduate fellowships, summer internships for faculty from minority-serving institutions, a ten-week summer program for undergraduates from underrepresented groups to work in CELEST faculty labs, and a week-long summer workshop to introduce undergraduates to the interplay of modeling and experimental techniques in cognitive neuroscience. Center added value: By bringing together distinct scientific communities that traditionally employ different practices and techniques, CELEST interdisciplinary science is changing the way we understand how the brain learns, and how different parts of the brain interact with each other during learning. Through collaboration with industrial partners, including the development and transfer of large-scale neuromorphic engineering and technological algorithms to industry and government laboratories, CELEST facilitates research for practical applications that cannot be supported by conventional single-investigator grants. CELEST faculty, postdocs, and students are playing increasingly important roles in communicating with non-specialists through many activities including blogs, workshops, and presentations to secondary school audiences. The integration of CELEST research and education is accomplished through the development of innovative curriculum materials based upon mathematical and computational models of mind and brain. through electronic and personal presentations to a variety of audiences, and through sponsorship of scientific conferences and workshops.",nsf_api,Trustees of Boston University,100.0,padded_high
672778,1034990,"Full Center Proposal (Phase I) for an I/UCRC for Healthcare Organization Transformation  (CHOT)

1034990 Northeastern University; James Benneyan

Northeastern University (NEU) seeks to join the existing I/UCRC ""Healthcare Organization Transformation (CHOT)"" consisting of Texas A&M (TAMU) and Georgia Tech.  TAMU is the lead institution of the proposed Center, and proposes to add an additional site (Penn State) in the next review cycle.   
 
Northeastern University (NEU) seeks to join the existing Center for Health Organization and Transformation (CHOT) as a third site. CHOT was established in 2008 to ""conduct mixed methodology, applied research on the antecedents, execution, and effects of transformational interventions and strategies that combine evidence-based management, clinical and information technology innovations, and on-going organizational learning and cultural change"" in healthcare systems. NEU will conduct applied research on solutions to problems of common interest to its member hospitals. The proposed site will work in the industry-academia interface to accelerate the application of systems engineering and related methods to profoundly impact the improvement of healthcare systems. NEU's long-term research thrusts focus on 6 core areas: safety and process quality, logistics, flow and access, efficiency and costs, system-wide optimization, and outcomes/effectiveness optimization.  

The proposed site aims to develop both graduate and undergraduate industrial engineering (IE) students experienced in identifying and executing useful applications of industrial engineering and operations to measurably improve healthcare systems. The NEU site has made significant progress to address diversity on its research team by working with its Minority Engineering program. The PI is also working with NEU's admissions office to identify potential participants in the ""Yellow Ribbon"" program (a modern version of the GI Bill) who could be appropriate for involvement in NEU's proposed work. NEU plans to disseminate knowledge through annual symposia, newsletters, website postings and journal publications.",nsf_api,Northeastern University,100.0,exact
673022,1010298,"This project explores from various angles the deep and
intricate connections between the topology and geometry
of a space, the algebraic structure of its fundamental
group, and the algebraic geometry of the associated
cohomology jumping loci.  The study is done in a context
which abstracts two of the crucial features that make
the dictionary between topology and algebra work so
well for complements of hyperplane arrangements:
formality (which leads to the Tangent Cone Theorem,
relating the characteristic and resonance varieties), and
quasi-projectivity (which insures that the characteristic
varieties consist of possibly translated subtori). Together,
these two properties put strong constraints on the geometry
of the resonance varieties, leading to powerful obstructions
to finitely presented groups being realizable as fundamental
groups of smooth, (quasi-) projective complex varieties.
Recently, new connections have emerged, relating the cohomology
jumping loci of a space to the homological finiteness properties
of its free abelian covers, and thereby to the structure of the
Dwyer-Fried and Bieri-Neumann-Strebel-Renz invariants.
Generalizations of the classical jump loci---from rank one
local systems to the non-abelian setting, and from cohomology
rings to differential graded algebras---extend the scope of
the investigation, and broaden the range of its applicability.

The topological and group-theoretic methods utilized
in this project shed new light on the combinatorial and
geometric structure of objects occurring in a variety
of contexts, allowing for cross-pollination between
different fields, with ideas originating in a given area
being fruitfully applied in new settings.  The theory of
cohomology jumping loci impacts the study of a wide
array of spaces and groups, including toric complexes
and moment-angle complexes; right-angled Artin and
Coxeter groups; real and complex quasi-toric manifolds;
Kaehler and quasi-Kaehler manifolds; Milnor fibrations
of hyperplane arrangements; as well as configuration
spaces and compactifications of moduli spaces.
The study of these objects, with their multiple
connections to the theory of singularities, graph
theory, and low-dimensional topology, provides a
rich interplay between algebra, topology, and
combinatorics, yielding applications to areas
ranging from topological robotics to theoretical
computer science. The investigation is being conducted
together with several collaborators, as well as graduate
and undergraduate students.  Participation in intensive
research periods and workshops is meant to introduce a
new generation of students and young researchers to a
very active, interdisciplinary area of study.",nsf_api,Northeastern University,100.0,exact
673113,1023333,"SES-102333
Ramiro Martinez
Florida International University

SES-1023317
Eric Stewart
Florida State University

There has been increased interest in understanding the determinants of public sentiment toward Latinos in the United States. While there has been much public discourse about harsher punitive measures to prevent immigrants from crossing the border into the United States, little is known about the social context that generates support for anti-Latino sentiment. To better understand these processes, the investigators will analyze data from a recent national survey on attitudes towards immigrants and Latinos. The investigators will link the survey data to county-level crime, social, and economic data, as well as political and demographic data.  The researchers will study whether punitive sentiment toward Latinos is the result of individual and macro level-influences. In particular, the plan is to examine census-based measures, such as size of the Latino population, immigration rates, unemployment rates, and other factors such as negative perceptions of Latinos are significantly to see if these are related to public support for punitive-Latino sentiment. They research will also investigate whether or not Latino population growth leads to anti-Latino hate crime victimization and/or immigrant restriction policies across counties in the United States.

Broader Impacts

Research findings will be of interest to students and researchers across multiple disciplines, as well as immigration and criminal justice policymakers in local, state, and federal government agencies.  The results will be disseminated at the annual meetings of the American Society of Criminology and the American Sociological Association.  Additionally, the study will produce a new aggregated data archive on immigration, Latino threat, and the impacts on U.S. society which will be made available for data analysis through Interuniversity Consortium for Political and Social Research (ICPSR).

This proposal emanates from the Racial Democracy, Crime, and Justice Network (RDCJN), an NSF-supported research network for encouraging collaboration on the study of race, crime, and justice and increasing racial and ethnic diversity in academia among faculty of color.  Both PIs are original members of the RDCJN and are active in the Network.  In line with the collaborative and nurturing goals of the RDCJN, the proposed project will provide an important original research experience for graduate students at two research institutions by incorporating them into the research process and exposing them to members of the Network and the PIs' institutions.  The collaborative activity will also broaden the participation of underrepresented groups and enhance the infrastructure for research partnerships at the PIs home institutions.  The lead PI is at a Hispanic Serving Research Institution and the co-PI is at a flagship state school well regarded for the large number of African American students that graduate from its programs each year.  In addition, the PIs will incorporate findings from this research study into both graduate and undergraduate courses and make the data available to others teaching related courses.  This study will allow the investigators to integrate research and education by training students at two institutions and providing them with original research and teaching experiences, thereby broadening their graduate education and making them more marketable to future employers and contributing to their future research agendas.",nsf_api,Florida International University,100.0,exact
673153,1057868,"The Internet has the potential to transform our democracy.a potential that has begun to receive substantial 
scholarly attention.  This attention has focused on  the  potential transformational effects of the technology on civil society, and, in the political realm, how the Internet might transform political discourse. Researchers have devoted little attention, however, to how the Internet might transform existing institutions for connecting citizens  to elected officials.  This relationship is the fundamental building block of a epresentative 
democracy, and it has come under increasing strain as our country has  grown since the time of the founders, as the number of matters  the state is involved in has multiplied; and as policy problems have grown  more complex.  The Internet offers a set of tools that might help to arrest this trend, and to fundamentally alter the level of participation of citizens in the consultative process with their representatives. Strikingly,  this  potential  for  change  has  largely  been  unrealized  and  unstudied.  While  there  has  been a considerable amount  of scholarship on the impact  of the Internet on  government, governance, and society, there has been little systematic research on how Members of Congress use or should use the Internet to provide information to and interact with their constituents. 

This research has both a qualitative and a quantitative component, where each of these components complement and inform the other. In the statistical component, longitudinal data to will be collected to explain the diffusion  patterns of web-based technologies among the congressional offices.  All congressional websites will be assessed along  such dimensions as their informational value, accessibility,  usability, and interactivity. Data will be collected  on factors that might plausibly affect adoption ecisions.e.g., regarding the characteristics of districts, Members, the mechanisms for information spread in Congress, and so on. 

The qualitative component will entail fieldwork in approximately 12 offices, stratified by the degree of web 
technology adoption, as well as by political  party and tenure.  This in-depth field will allow study of  the dynamic micro-processes that underlie and ultimately explain the aggregate patterns of technology diffusion, and will allow exploration of  the  internal  practices  and  the  relative  efficiency  of  how  congressional  offices  manage  digitally-mediated information and feedback from constituents. 

An important partner in the work will be the Congressional Management Foundation, which will provide unique access to data and individuals.

The  intellectual merit of the project has several dimensions. The research combines rigorous quantitative and qualitative research to address novel questions regarding the practice of digital government in legislative settings. The research will contribute directly to the political science research on congressional behavior and institutions, and in particular to an emerging literature on entrepreneurial behavior among legislators in the U.S. House of Representatives. The research also will contribute to political scientists' and sociologists' research on the processes for the diffusion of innovations, and would  be the first  study of  the role social  networks  play within the U.S. Congress in  the  timing  of adoption  of  new forms of  governance and new institutions for legislative representation.  
  
 The research team includes political science and information technology research faculty at four major research universities, who are linked through the National Center for Digital Governance (NCDG) 
at Harvard University.  The research will produce a series of conference papers, academic journal articles, 
and an academic press book on democracy in the digital age.  In addition, the Congressional Management Foundation and the U.S. Congress itself will help to ensure that the knowledge that emerges through this research will help to transform the adoption and use of digital technology in Congress through a series of best practice reports, debriefing sessions, and annual conferences.",nsf_api,Northeastern University,100.0,exact
673282,1027724,"The goal of this project is to develop methods that will permit researchers to remotely and automatically monitor behavior of primates and other highly social animals. The PIs will collect behavioral data from cameras and microphones. They will then develop statistical models and computational algorithms to track the individuals in the group and to recognize facial expressions and vocalizations. Patterns in movements, expressions, and vocalizations will be used to develop behavior-identifying algorithms that will recognize different behaviors such as aggression, submission, grooming, eating and sleeping. The project is a collaboration between computer scientists and primatologists. A key element of this project is the observation that complex social interactions can often be regarded as being composed of sequences of elementary behaviors which occur frequently and consist of relatively simple and distinct gestures. Thus, the task of modeling complex social interactions can be broken down into two regimes ? elementary behaviors spanning short duration, and their stochastic sequences spanning relatively longer time duration. 

Apart from advancing computational science, the new methods for recording behavior unobtrusively and analyzing them at a high data rate are likely to be of interest to behavioral ecologists, socio-biologists and neuroscientists in studies of primates and other highly social animals. With these new tools, scientists can study and understand behavior, for example, in the context of planning conservation efforts for threatened species, building accurate animal models for health research, and supporting animal husbandry decisions in zoos. The project will provide an extensive, annotated data repository and associated algorithms and will also fund graduate students who will gain hands-on training in all aspects of the project.",nsf_api,Northeastern University,100.0,exact
673313,1029679,"Computational Behavioral Science: Modeling, Analysis, and Visualization of Social and 
Communicative Behavior
Lead PI/Institution: James M. Rehg, Georgia Institute of Technology
This Expedition will develop novel computational methods for measuring and analyzing the behavior of children and adults during face-to-face social interactions. Social behavior plays a key role in the acquisition of social and communicative skills during childhood. Children with developmental disorders, such as autism, face great challenges in acquiring these skills, resulting in substantial lifetime risks. Current best practices for evaluating behavior and assessing risk are based on direct observation by highly-trained specialists, and cannot be easily scaled to the large number of individuals who need evaluation and treatment. For example, autism affects 1 in 110 children in the U.S., with a lifetime cost of care of $3.2 million per person. By developing methods to automatically collect fine-grained behavioral data, this project will enable large-scale objective screening and more effective delivery and assessment of therapy. Going beyond the treatment of disorders, this technology will make it possible to automatically measure behavior over long periods of time for large numbers of individuals in a wide range of settings. Many disciplines, such as education, advertising, and customer relations, could benefit from a quantitative, data-drive approach to behavioral analysis. 
Human behavior is inherently multi-modal, and individuals use eye gaze, hand gestures, facial expressions, body posture, and tone of voice along with speech to convey engagement and regulate social interactions.  This project will develop multiple sensing technologies, including vision, speech, and wearable sensors, to obtain a comprehensive, integrated portrait of expressed behavior. Cameras and microphones provide an inexpensive, noninvasive means for measuring eye, face, and body movements along with speech and nonspeech utterances. Wearable sensors can measure physiological variables such as heart-rate and skin conductivity, which contain important cues about levels of internal stress and arousal that are linked to expressed behavior. This project is developing unique capabilities for synchronizing multiple sensor streams, correlating these streams to measure behavioral variables such as affect and attention, and modeling extended interactions between two or more individuals. In addition, novel behavior visualization methods are being developed to enable real-time decision support for interventions and the effective use of repositories of behavioral data. Methods are also under development for reflecting the capture and analysis process to users of the technology.
The long-term goal of this project is the creation of a new scientific discipline of computational behavioral science, which draws equally from computer science and psychology in order to transform the study of human behavior. A comprehensive education plan supports this goal through the creation of an interdisciplinary summer school for young researchers and the development of new courses in computational behavior. Outreach activities include significant and on-going collaborations with major autism research centers in Atlanta, Boston, Pittsburgh, Urbana-Champaign, and Los Angeles.",nsf_api,Georgia Tech Research Corporation,100.0,exact
