grant_id,title,abstract,agency,stratum,human_parent_label
1723938,HCC:SMALL:Tools for Programming and Designing Interactive Machine-Knitted Smart Textiles,"Industrial knitting machines exist on factory floors worldwide and manufacture various textiles for a range of clothing and home goods. However, beyond common textile products, modern machine-knitting manufacturing equipment has the potential to produce complex interactive smart textiles with a variety of useful, innovative applications. For example, fabrics embedded with conductive yarns can be used to make clothes with health sensors. Imagine a sweater that can measure the heart rate of a patient with heart disease and be washed and handled like any other sweater. Such sensors are not produced because the software used to design these smart textiles and control these knitting machines is limited and too complex for many garment designers. This issue makes the production of smart textiles too expensive or complex to put into practice. This project will investigate the user-experience needs of garment designers and hand-knitters for machine-knitting software to help them create these complex smart textiles. This project will promote science by advancing knowledge of the machine knitting design process and how it can be integrated with existing machine knitting tools to produce novel smart textile materials. This advancement will support national health and well-being by providing a new way of manufacturing smart textiles for various applications such as healthcare, sustainable and local, within the United States, manufacturing of clothing.andlt.br/andgt.andlt.br/andgt.This project will enable further development of machine-knit materials and the design of smart textile garments. Success will be measured by three outcomes: (1) a comprehensive examination of the design space of machine knitting, (2) the development of two software systems, KnitScript for programmers and KnitCAD for designers, to support the design of machine-knitted smart textiles, and (3) the creation of interactive, health-sensing garments. To engage with stakeholders such as programmers, machine knitting experts, hand-knitters, and textile designers, the research will employ various human-centered methods, including interviews, artifact collection, participatory design, and design probes. System development will draw on concepts from software engineering, programming language design, and interaction design for design tools.andlt.br/andgt.andlt.br/andgt.This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|noise,"Computing, Networking & Robotic Systems"
1745157,Engineering for Women's Health,"The Engineering for Women’s Health Conference addresses historical disparities in women’s health
research by establishing a dedicated platform for interdisciplinary collaboration and discourse.
Despite the historical emergence of gynecology, progress in women-specific health issues has
experienced a notable lag. This conference, situated in Greater Boston, a nexus of cutting-edge
institutions, emphasizes the crucial role of engineering in advancing women’s health. Specific Aim 1
focuses on providing a platform for prominent engineering researchers and experts in women’s health
in the Greater Boston area to present and discuss their latest findings. This initiative aims to not only
foster collaboration and identify gaps in scientific knowledge but also underscore the pivotal
contributions of engineering to innovative solutions. Specific Aim 2 aims to engage the broader
community, particularly members in training, in a dialogue concerning the latest advancements in
women’s health research. Through traditional presentations, networking events, and the creation of a
publicly accessible “Conference Brief,” the project will extend the impact of collective efforts to a
broader audience, highlighting the importance of incorporating engineering perspectives in
addressing women’s health challenges. Aligned with the mission of the National Institute of Child
Health and Human Development (NICHD), this conference directly contributes to the improvement of
the health and well-being of women, underscoring the unique role that engineering can play in
enhancing health outcomes for women and children. Led by Principal Investigator (PI) Amini and
faculty co-advisor Bellini, the project involves a collaborative effort with a dedicated team of PhD
students. Distinguished speakers selected from the Greater Boston area will significantly contribute to
the overarching objectives of the conference. In essence, through the Engineering for Women’s
Health Conference the PI and the organizing team endeavor to bridge historical gaps, push the
boundaries and inspire innovation within the context of engineering, and contribute to the
advancement of health outcomes for women.",National Institutes of Health,NIH|abstract|noise,"Workforce Development & Institutional Partnerships"
1761611,NSF-ANR MCB/PHY Building Quantitative Models of Eukaryotic Cell Motility,"Cell motility through tissues is a key aspect of both healthy developmental processes and the spread of cancer to metastatic sites. Hence, understanding the key ingredients behind this process in a quantitatively predictive manner is of tremendous interest both for fundamental biophysics and practical applications. This award focuses on a joint experiment-theory project to further this understanding. The methodology will rely on constructing a detailed computational model taking into account features of the motility process that have heretofore not been included in any such approach. These features include how the cell utilizes blebbing (pressure induced protrusions of the cell membrane) to move forward and how it deforms its nucleus to allow passage through tight spaces. These aspects will be investigated experimentally by studying cells moving through carefully designed microstructures and measuring their morphology and mechanics during the motility process. these experiments, carried out by French collaborators from the Ecole Normale in Paris, will provide critical data for both developing and testing the computational model.  Coupled to the research aspects of this award will be the training of students to address highly interdisciplinary research areas and also the furthering of scientific exchanges between teams in the US and France, who have historically approached this subject using complementary perspectives.andlt.br/andgt.andlt.br/andgt.andlt.br/andgt.In this award the investigators propose to develop a new generation of phase-field-based models for studying eukaryotic cell motility, especially when it takes place in complex geometries. Previous efforts have neglected important features such as cortex contractility, the role of the nucleus, and the ability of cells to switch motility phenotypes. Now, recent advances in both available experimental information and computational techniques coupled with raw computational power will enable this critical advance to tackle a fundamental aspect of cell physiology. The creation of such a new generation model will yield results that have wide implications for both developmental processes and disease states such as metastatic cancer. This project brings together principal investigators who have extensive experience in the nonlinear dynamics underlying cytoskeletal dynamics and cell motility (Levine), and in the development of advanced analytic and computational techniques that have transformed the phase-field idea into a powerful and quantitatively accurate tool for free surface problems in non-living systems (Karma). The proposal also will also involve collaborators from the Ecole Normale who will design and conduct specific experiments to provide needed data to further model development and validation. andlt.br/andgt.andlt.br/andgt.This collaborative US/France project is supported by the Physics of Living Systems program in the Division of Physics at the US National Science Foundation and the French Agence Nationale de la Recherche, where NSF funds the US investigator and ANR funds the partners in France.andlt.br/andgt.andlt.br/andgt.This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|noise,Biomedical Sciences
1762791,Collaborative Research: Modeling the Influence of Turbulence on Flow-induced Instabilities of Large Flexible Structures with Innovative Applications in Wind Turbine Blades,"This award supports research that enables a new dynamic model for fluid-structure interaction (FSI) systems with a focus on large wind turbine blades, thereby promoting the progress of science, and advancing prosperity and welfare. The project will promote safe design of next-generation offshore wind turbine structures by enabling slender and lighter blade designs. The research will provide indications about various wind turbine blade aeroelastic instability thresholds along with the most appropriate simulation and analysis approaches for novel designs of longer and therefore more efficient wind turbine blades. Although flow-induced instabilities have been predicted to occur for such new wind turbine blade designs, predictions are often based on deterministic models without the influence of flow turbulence and load variability. This project will address this critical gap by combining experimental measurements and theoretical modeling to derive a novel model that accounts for the influence of turbulence on the onset of instability and post-critical behaviors. This research is timely since the current energy plan of the United States strongly emphasizes the need for alternative and sustainable energy production by offshore wind energy. Integrated research and educational initiatives will complement the activities. The findings of this research will be disseminated, at different levels, by integrating the research into the outreach programs for K-12 students and teachers, creating new modules for different courses, hosting high school classes, and broadening research opportunities for students from under-represented minority groups.andlt.br/andgt.andlt.br/andgt.This research aims to make fundamental contributions to accelerate the use of stochastic and probabilistic structural dynamics to examine pre- and post-critical behavior of fully-coupled FSI systems with asymmetric structures and subjected to three-dimensional flows that can undergo nonlinear dynamic instabilities. It will achieve this goal by producing models that describe turbulence effects and more accurately considering the aeroelastic loads, which are relevant to highly flexible and asymmetric structures, such as a wind turbine blade. The existing aeroelastic load models are mainly for basic-shape airfoils (symmetric, small thickness idealized surfaces), and their flow parameters are based on experiments conducted on airfoil cross sections that represent long structures, under two-dimensional flow conditions. The researched modeling will include the asymmetries, twists and variable thicknesses that are typical of modern wind turbine blades but also applicable to a wider range of structures similar to wind turbine blades. These asymmetries and twists result in a highly three-dimensional turbulent flow. Several series of experiments will be conducted both at small and large scales. Information on flow forces and turbulence intensities for each case will be collected to inform a semi-empirical stochastic model for the onset and post-critical instability of the structure. The model will account for three-dimensional rotationally sampled flow features and will be validated at two separate experimental scales. These two sets of aeroelastic experiments will enable model verification for larger and full-scale structures.andlt.br/andgt.andlt.br/andgt.This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|assigned,Materials Science & Structural/Civil Engineering
1763042,"Collaborative Research: NeTS: Medium: Measurement, Modeling and Analysis to Assess Network Connectivity and Performance at Anchor Institutions","To provide essential services, anchor institutions (which include public libraries, schools, and hospitals) increasingly rely on high quality broadband Internet connections that enable important services such as educational software, videoconferencing, and telehealth. However, little is currently known about whether the quality of such anchor institutional networks (AINs) meets their needs. This project will fill this gap by conducting rigorous measurements to identify locations, quality, and opportunities for improving AINs. Such information can help governmental and private efforts to improve the ability of anchor institutions to serve the technological needs of the general public.andlt.br/andgt. andlt.br/andgt.The intellectual merits of this project fall in three related categories on computer network availability, reliability, and performance. First, on network availability, the work will create an annotated map of AINs, including the providers that they use to connect to the Internet. Second, on network reliability, the project will collect evidence to assess how reliable AINs are, for example, how often they experience outages, using a mix of existing and novel methods in Internet measurement. Third, on network performance, this research will determine whether AINs meet the technology needs of users who rely on them, for instance, whether the connection speed at the library is sufficiently high to support videoconferencing for all patrons who need it. This category requires significant advances in network performance characterization, particularly on determining (and measuring) the adequate bandwidth needs for a varied mix of networked applications.andlt.br/andgt. andlt.br/andgt.This collaborative project, which brings together researchers from Northeastern University, University of California-Davis, and University of California-Santa Barbara,  has the potential for substantial broader impacts beyond its scientific advances. AINs are often the last line of availability for many users from historically-marginalized communities, including school-age children in rural or tribal areas, who do not have reliable or adequate Internet service at home. Thus, adverse events affecting AINs (outages) or persistently inadequate connections (low performance) can lead to disproportionately negative impacts on these at-risk communities, including low-income neighborhoods in urban cores. By producing a comprehensive study that evaluates connectivity at anchor institutions, this project will facilitate broadband equity and access efforts from consumer advocates, Internet providers, and  local, state, and federal governments.andlt.br/andgt. andlt.br/andgt.All code and non-sensitive datasets will be publicly released on this repository: https://github.com/anchor-institutions/anchor-institutional-networks.andlt.br/andgt.andlt.br/andgt.This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|noise,"Social Science, Public Policy & Education Research"
1763456,Collaborative Research: HCC: Small: Graph-Centric Exploration of Nonlinear Neural Dynamics in Visuospatial-Motor Functions during Immersive Human-Computer Interactions,"The proposed project aims to understand how aging affects people's ability to use emerging technologies for human-computer interaction, such as virtual reality (VR). As people age, their visual, spatial, and motor control abilities decline. this decline in visuospatial-motor (VSM) functions likely affects how well they can use VR and related technologies that involve immersive 3D environments. This decline could in turn reduce older adults' ability to reap the educational, social, health, and general well-being benefits that VR and related technologies can provide. The goal of this project is to link neuroscientific measures of brain activity with the use of VR-based 3D environments, building models that relate VSM abilities to the successful use of features of VR designs. These models will advance scientific understanding of brain function in virtual spaces and are intended to guide the design of future VR interfaces so that they are better able to adapt to variations in VSM ability associated with aging. The project will also support education and diversity by involving a multidisciplinary team from neuroscience, engineering, and computer science. The insights gained could inform the design of more accessible and inclusive HCI systems, benefiting a broader range of users across various demographics.andlt.br/andgt.andlt.br/andgt.The project proposes an Immersive Multimodal HCI (Immersive mHCI) framework to explore the underlying neural dynamics that connect age-related changes in visuospatial-motor (VSM) functions to the digital competence required for adapting to immersive 3D HCI environments. The research is structured around three key thrusts: Thrust 1 involves the design of a novel dual visuospatial-motor virtual reality-based interface (VSM-VRI) as an immersive 3D task environment. This interface will facilitate the multimodal characterization of the complex nonlinear dynamics underlying visuospatial and motor interactions, providing a realistic and challenging context for studying VSM functions. Thrust 2 focuses on developing novel nonlinear pattern recognition techniques and a graph-based learning framework. These tools will characterize and fuse the nonlinear dynamics of VSM neural interrelations as reflected in electrical and vascular-hemodynamic neural activities captured when experimental participants use the proposed 3D task environment. The goal is to create a comprehensive model that captures the intricate spatiotemporal neural patterns associated with VSM functions. Thrust 3 aims to develop and test statistical methods to evaluate the proposed VSM-VRI and graph-based computational frameworks. These methods will predict age-related VSM functionality changes and their effect on adaptation to emerging 3D HCI environments, compared to traditional 2D screen-based interactions. The project's outcomes will enhance understanding of VSM functions and inform the design of adaptive, inclusive HCI systems that cater to diverse user needs.andlt.br/andgt.andlt.br/andgt.This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|assigned,Biomedical Sciences
1764713,The path to the parous brain: allopregnanolone-mediated mechanisms at GABAA receptors.,"Project Summary
By age 49, nearly 85% of women in the US will have given birth at least once. The pregnancy and postpartum
periods are marked by extreme hormonal fluctuations that can induce long-lasting changes in the brain, but
mechanistic insight into how the unique hormonal milieu that characterizes pregnancy produces stable
alterations in neural activity and behavior is lacking. The medial prefrontal cortex (mPFC)—a brain region critical
to higher-order processes like executive function, emotion regulation, and decision-making—has been especially
under-studied in parous animals, despite reports of alterations in these functions in parous women. Our lab has
collected intriguing preliminary data in rats suggesting that during late pregnancy, neural activity in the mPFC is
markedly suppressed compared to that of nulliparous (NP) animals. After weaning, however, we found that
mPFC activity swings well past that of NP, suggesting that the brain undergoes an over-compensatory rebound
from the pregnancy after parturition. The main goal of this proposal is to investigate the specific role that the
hormone allopregnanolone (AP)—whose levels are notably high during late pregnancy—plays in producing this
effect. AP acts as a positive allosteric modulator at the GABAA receptor, making it a potential driver of the neural
inhibition we observe in late pregnancy. Here we will test the hypothesis that allopregnanolone-mediated
GABA signaling is both necessary and sufficient for producing the long-term alterations in mPFC
function observed in primiparous animals. The Aims that comprise this proposal integrate pharmacological,
chemogenetic, and CRISPR/Cas9-based manipulations to either block or mimic AP-related processes during
late pregnancy. We will then use fiber photometry to measure mPFC activity during recall of conditioned fear
(which relies on optimal mPFC function) at post-weaning timepoints. Together, these experiments are able to
establish a causal, mechanistic link between the pregnant and primiparous brain.",National Institutes of Health,NIH|abstract|assigned,Biomedical Sciences
1776746,Colloidal crystals via transport-informed processes and neural networks,,Army Research Office,ARO|title_only|assigned,Biomedical Sciences
1778141,Tip-Enhanced and Co-Localized AFM-Raman Spectroscopy to Unveil Localized-Plasmon Promoted Direct-Charge Transfers across Nano-electrochemical Interfaces,,Army Research Office,ARO|title_only|assigned,unassigned
1784807,SaTC: CORE: Small: HOLMES: Holistic and Hardware-assisted Control-Flow Security for Microcontroller Systems,"Microcontrollers (MCU) are tiny computers found in everything from medical devices and home appliances to cars and factory equipment. As these systems become more connected to the internet and each other, they also become more vulnerable to cyber threats. Unfortunately, most existing security protections were designed for more advanced computers and do not work well on these smaller, more limited devices. This project will develop new, practical solutions to protect MCU-based systems from cyberattacks, helping ensure that the technology we increasingly rely on remains trustworthy. These advances will support national priorities in healthcare, energy, transportation, and public safety. To broaden impact, the project will create new educational resources, including hands-on training platforms and classroom materials, to make cybersecurity more approachable for students. The PIs will share learning content publicly and mentor undergraduate, graduate, and high school students through cybersecurity competitions and outreach activities. Together, these efforts will expand participation in STEM fields.    The project will realize its research goal by leveraging novel MCU-specific hardware functionalities (hence, hardware-assisted) for memory management, tracing, and cryptographic signatures. If successful, the project will represent a significant advancement in algorithm, mechanism, and system design for safeguarding the control-flow of MCU systems. Specifically, the project initiates by delving into the realm of cross-state control-flow hijacking, seeking to both comprehend and counteract this phenomenon to secure control-flow from TEE to rich execution environment. Then, the project leverages the capabilities of the secured TEE and hardware tracing units to develop comprehensive control-flow violation detection mechanisms on the entire MCU software. Finally, the project capitalizes on the secured TEE and the pointer authentication hardware functionality to devise a space-efficient algorithm to attest the control-flow integrity of a significant portion of the MCU software.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|assigned,"Computing, Networking & Robotic Systems"
1785199,Collaborative Research: NeTS: Medium: Resilient Multi-User Mobile sub-THz Networks using Near-Field Wavefronts,"The exploration of Terahertz (THz) communications (above 100 GHz) is promising for achieving ultra-high data rates and bandwidth in next-generation wireless networks. The combination of large transmitting arrays and smaller wavelength in THz communications introduces new challenges where the near-field range of a transmitter can extend to several meters. A wireless base station or access point may serve multiple near-field and far-field users. This project investigates the impacts of near-field complexities and the interplay between near- and far-field communications. It leverages near-field properties, such as the generation of curved beams for going around the obstruction or reconstructing the beams after interacting with an obstacle, to improve blockage resilience and system performance of THz wireless networks. This project also includes significant efforts to motivate participation in STEM, at all educational levels.    This project aims to explore near-field propagation properties of wireless signals to enable blockage-resilient high-speed multi-user wireless communications above 100 GHz. The proposed research comprises four thrusts, (1) understanding and modeling the fundamental limits of near-field wavefront shaping for realizing agile and high-speed communications in the scenarios with link blockage, (2) investigating the design and fabrication of a new programmable array architecture that can generate near-field wavefronts and dynamically adapt them according to the mobility and signal transmission blockage conditions, (3) designing and implementing digital signal processing algorithms to support 10s of GHz of bandwidth in a power-efficient manner, and (4) developing foundations for interference modeling and multi-user communications with the consideration of both near- and far-field regions. Through the physics of wave propagation, mathematical modeling, hardware design, and experimental demonstration, this project will lay out the foundation to bridge the theory of near-field electromagnetics with practical wireless networks.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|assigned,"Computing, Networking & Robotic Systems"
1785814,"Elements: Real-Time, Incremental, and Sustainable Sequence Search over SRA","The Sequence Read Archive (SRA) is a vast but underutilized repository of genomic and related data, containing the majority of publicly available sequencing experiments in raw, unassembled format. Scientists could leverage this resource to search for newly discovered genes across the entire collection of existing public experiments, enabling rapid functional characterization and enhanced biological insights that would otherwise require extensive individual dataset analysis. However, building a sustainable and scalable index over the SRA presents significant challenges due to its massive size, continuous daily growth, and diverse data types. This project addresses these issues by developing new indexing tools that will enable scientists to search the entire SRA in real time.  To further enable broad usage, the project provides a hosted, web-accessible version of the calculated indices.     This project develops a real-time, scalable sequence search index for SRA using innovative data structures, compression algorithms, and distributed indexing approaches designed for cost-effective deployment on commodity infrastructure. This project has three main thrusts. First, it extends the previously developed Mantis index to efficiently index abundance, positions and experiment metadata while maintaining the original performance and scalability. Second, it develops a dynamic and distributed version of Mantis to scale out and incrementally index newly deposited experiments and support real-time queries. Finally, it develops an easy-to-use Application Programming Interface (API) for both command-line and web usage to enable scientists to perform rapid and advanced biological analyses over SRA. This project seeks to (1) empower researchers to conduct large-scale analyses with flexible, easy-to-use tools. (2) improve biological analysis algorithms and tools to keep pace with the scale and growth of modern datasets. and (3) rapidly identify and quantify novel transcripts, genes, and viruses among raw sequencing datasets.    This award by the Office of Advanced Cyberinfrastructure is jointly supported by the Division of Biological Infrastructure in the Directorate of Biological Sciences.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|noise,"Computing, Networking & Robotic Systems"
1786469,SCC-LSR: From Technology to Humans: Protecting Users of Neural and Medical Implant Technologies Through Resilience and Safety Engineering,"This research will advance community priorities in the areas of safety, security, and human health and wellness pertaining to existing and future neural implant devices. The team includes computer scientists, electrical engineers, MDs, neuroscientists, neural implant community groups, and manufacturers. The partner community groups include patients and their supporting families and caregivers from whom the team will understand the personal impact of neural implant technologies. Expanding engagement with partnered companies who manufacture and medical doctors who use neural implants, the team will address these community challenges and collaboratively deliver a neural implant hardware/software co-design solution that empowers the use and facilitates the safe adoption of emerging neural implant technologies. The research techniques developed for chip security will have applicability to other security related chip-based devices. This project will advance the scientific and technical security and chip hardware design by modeling the operations from a secure and dependable control perspective and developing innovative defense mechanisms that can be applied to emerging smart healthcare devices. Finally, by adding low-resource chip design, the team will advance manufacturing techniques for chip-based devices adding additional security features without impact to overall performance or lifetime.    Researchers have demonstrated the impact of GÇ£brain-jackingGÇ¥ in mouse models but have not provided solutions. This teamGÇÖs multipronged project resolves these challenges by leveraging expertise in computer security, sensing, microelectronic design, and strong affiliations with clinical settings. The approaches include the design of (1) verifiably resilient control system and simulations and design upgrades that build upon models of neural sensing and stimulation and explainable AI techniques, (2) automated cybersecurity and resilience testbeds that host physical neural implant devices for fault-injection, side-channel information leakage, and remote connection security analysis, and (3) low-resource (i.e., computational time, power, footprint) intrusion detection with on-chip sensing to continuously monitor anomalies and deter adversarial manipulations. The team will improve the resilience and security of neural implants by protecting system hardware and AI-in-the-loop control software from malicious information injection, disruption in operation, and privacy leakage. A test bed will be developed to validate and test physical devices, see the results from modeling and microelectronic design changes, with real world data collected in lab and translated back to the model for updating and control of realistic interactions. Testing the insertion of malicious intent or unintended interference will allow the team to discern impact and identify potential design changes on the device hardware to prevent future incidents.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|noise,Public & Behavioral Health
1786825,Advancing Delivery through Digital Bottlebrush Polymers,"Technical Summary  This proposal aims to develop a platform for the rational design of polymer-based oligonucleotide delivery vehicles using digital bottlebrush architectures. The central innovation is the design of sequence-defined polymer backbones that allow precise tuning of physiochemical and biological properties. The systemGÇötermed pacDNAGÇöconsists of antisense oligonucleotides conjugated to the backbone of bottlebrush poly(ethylene glycol) (PEG). Earlier studies showed that slight variations in backbone composition (e.g., polynorbornene vs. polyphosphodiester) cause significant differences in biological behavior, despite accounting for less than 5% of total molecular weight. This observation motivated the 'backbonomics' approach: systematically modifying backbone structure to study and predict delivery efficiency, biodistribution, and immune evasion. The project has two main goals: (1) synthesize and characterize a library of ribose-based digital bottlebrush polymers with controlled hydrophobicity and charge, and (2) study their biodistribution, pharmacokinetics, immune response, and therapeutic efficacy in vitro and in vivo. Experimental results will be used to train machine learning (ML) models for predictive design. Preliminary studies demonstrate feasibility in synthesis, molecular simulation, and biological evaluation. Key advances include identifying spacing patterns of hydrophobic units that enhance cellular uptake and using pacDNA to suppress IL-17RA expression in a murine psoriasis model. Overall, the proposed research integrates synthetic chemistry, biomaterials science, molecular biology, and machine learning to expand oligonucleotide delivery capabilities.    Non-Technical Summary  This research aims to improve the way genetic medicines are delivered into the body. Many promising drugs made from DNA or RNA struggle to reach their targets inside our cells due to poor stability and limited absorption. The proposed project will develop new delivery vehicles made of polymersGÇölarge molecules that can be engineered to carry and protect these drugs. Specifically, the team will use a GÇÿbottlebrushGÇÖ design, where many protective chains are attached to a central backbone. By changing the chemical makeup and spacing of units along the backbone, we can fine-tune how these particles behave in the body. The project also uses machine learning to find patterns between structure and function, helping to predict what designs work best. The ultimate goal is to create a delivery platform that helps genetic medicines reach difficult tissues like skin and muscle more effectively and with fewer side effects. In addition to scientific innovation, the project includes educational outreach to high school and college students and course development to train the next generation of scientists in this field.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|assigned,Biomedical Sciences
1788419,CAREER: Improving Data Efficiency in Deep Learning with Relaxed Symmetry Constraints,"Artificial intelligence (AI) is rapidly transforming many areas of technology and day-to-day life, yet its success often depends on massive amounts of labeled data, something not readily available in scientific domains like robotics, materials science, and fluid dynamics due to cost and time constraints. This project addresses a critical challenge: how to make machine learning more efficient in real-world scientific and engineering settings where data is sparse or imperfect. The research program focuses on incorporating symmetry, an organizing principle in nature, into machine learning systems in a way that is flexible and adaptable to noisy, real-world data. This flexibility will make models more efficient and applicable across a range of real-world problems. The outcomes will benefit applications such as material discovery, robotics, and climate modeling, and include an online course, an interdisciplinary workshop aimed at creating partnerships across academia and industry and between AI researchers and domain experts, and outreach programs aimed at engaging local high school students in AI research.    This project will develop and study relaxed equivariant neural networks, models that learn from data while respecting approximate symmetry in physical systems through relaxed mathematical constraints. The research has four main thrusts. First, it will design new machine learning architectures that enforce symmetry constraints flexibly during training. Second, it will establish mathematical guarantees about the performance and stability of these models. Third, it will explore how relaxing symmetry constraints can make optimization more effective, improving the ability of neural networks to train even when the task is fully symmetric. Finally, the project will apply these methods to problems in robotics and materials science where real-world systems deviate from ideal symmetries. Together, these contributions will lead to a deeper understanding of how geometric structure can be used to make machine learning more efficient and applicable in scientific domains.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",National Science Foundation,NSF|abstract|noise,"Computing, Networking & Robotic Systems"
211511,T Cell Homeostasis in Autoimmune Diabetes,"DESCRIPTION (provided by applicant):  
Autoimmune diabetes in NOD mice is a paradigm of failed T cell tolerance to 'self' antigens. Dysregulated T cell negative selection, both at the thymic and peripheral levels, likely contributes to the accumulation of islet-reactive clones in NOD mice and T1D susceptible humans. Once these cells accumulate in the peripheral lymphoid milieu, the parameters governing the ontogeny of their differentiation into diabetogenic effectors remain poorly understood. Contrary to the popular notion that autoimmunity results from promiscuous lymphocyte activation, we recently characterized a profound deficiency in the progression of NOD T cell division upon activation. This aberrancy was not due to an intrinsic T cell defect but, rather, was imposed by a deficiency in APC mediated co-stimulation, characteristic of NOD mice. This APC aberrancy has two, paradoxically, opposing effects: 1) it limits the capacity for negative selection of autoreactive T cells allowing their retention by the immune system and 2) it tempers full activation of islet reactive T cells to a diabetogenic state, at least temporarily. Thus, the pre-diabetic NOD immune system exists in a tenuous state where autoreactive T cells stand poised and can become fully activated upon receipt of an optimal strength stimulus from the APC compartment. In the present application, we will determine the impact of changes in peripheral T cell homeostasis upon the potency of activation stimuli provided by the NOD APC compartment. Our overarching hypothesis is that the senescing thymus imposes changes in peripheral T cell homeostasis, which tip the balance in favor of diabetogenic effector T cells differentiating from their precursors in NOD mice. A detailed understanding of the parameters governing conversion of a quiescent repertoire of islet-reactive CD4 T cells to a destructive state will allow the eventual design of effective immune-intervention strategies for diabetes prevention.",National Institutes of Health,NIH|abstract|noise,Biomedical Sciences
275873,Study of Ras-Mediated Apoptosis,"DESCRIPTION (provided by applicant): One attractive paradigm of anticancer strategies is to target oncogenes for sensitization of tumor cells to apoptosis. The rationale is that onco-proteins rely on other factors to maintain homeostasis or promote cancer cell survival. Disruption of one of coordinating proteins would trigger an apoptotic crisis in cancer cells. Oncogenic Ras has been discovered in about 30-40% of human cancers. However, inhibitors targeting mutated Ras have proved not to be effective clinically. Recently, the focus has been on finding signaling pathways that are downstream of or parallel with Ras, and are essential for cancer cells to survive. In the effort to identify the apoptotic partners of mutated Ras, studies showed that loss of PKC, together with mutated Ras, are synthetically lethal in many types of tumors. Recently, we made the novel observation that loss of different PKC isoforms differentially sensitized cells expressing mutated ras to apoptosis. In particular, we identified that co-suppression of PKC ?/ß were critical for the induction of apoptosis in cancer cells harboring mutated ras, in which PI3K/Akt function downstream of Ras to mobilized two signaling pathways: one was via upregulating ROS and ER stress-mediated UPR for switching on the apoptotic machinery. and another one was through activating PKC?, resulting in p73 phosphorylation and PUMA/NOXA upregulation. In this renewal application, we will investigate the molecular mechanisms of our novel observation of how Ras, upon loss of  PKC ?/ß, differentially utilizes its downstream effector pathways to selectively sensitize tumor cells to apoptosis, with less or no toxicity to normal cells or surrounding tissues. We will determine how ROS and PKC?/p73 pathways are being redirected by aberrant Ras/PI3K/Akt to activate cell death program after co-suppression of PKC ?/ß. Thus, the hypothesis to be tested is that upon co-knockdown of PKC ?/ß, PI3K/Akt are key players in the induction of Ras-mediated apoptosis, which is via perturbing redox homeostasis as well as through activating PKC?/p73-mediated apoptotic network. Accordingly, 4 Specific Aims are formed. Aim 1 will study the mechanisms by which ROS is upregulated in cells expressing aberrant ras or PI3K/Akt upon co- suppression of PKC ?/ß. Aim 2 will determine the mechanisms by which ROS induces ER-stress/UPR activation in cells expressing aberrant ras or PI3K/Akt upon co-suppression of PKC ?/ß. In Aim 3, we will determine the role of p73 in the sensitization of cells expressing aberrant ras or PI3K/Akt to apoptosis after co- knockdown of PKC ?/ß. In Aim 4, we will determine the pro-apoptotic effect in cells expressing aberrant ras or PI3K/Akt in vitro and in vivo after co-suppression of  PKC ?/ß. The outcomes of our research will reveal molecules involved in this synthetic lethal interaction between Ras mutations and loss of PKC ?/ß, which will provide the potential information for designing more effective drugs to treat human cancers harboring aberrant ras or PI3K/Akt.",National Institutes of Health,NIH|abstract|noise,Biomedical Sciences
